,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,title,studio,domestic_gross_x,foreign_gross,year,id,release_date,movie,production_budget,domestic_gross_y,worldwide_gross
725,tt1002563,The Young Messiah,The Young Messiah,2016,111.0,"Drama,Fantasy",5.6,2882.0,The Young Messiah,Focus,6500000.0,,2016.0,17.0,"Mar 11, 2016",The Young Messiah,"$16,800,000","$6,469,813","$7,313,697"
956,tt10065960,Snatched,Snatched,2016,11.0,Drama,,,Snatched,Fox,45900000.0,15000000,2017.0,51.0,"May 12, 2017",Snatched,"$42,000,000","$45,852,178","$57,852,177"
1019,tt10075374,The Little Prince,The Little Prince,2019,93.0,Action,8.3,6.0,The Little Prince,EOne,1300000.0,96200000,2016.0,19.0,"Feb 12, 2016",The Little Prince,"$77,500,000","$1,311,213","$102,028,919"
1172,tt10090222,Inferno,Inferno,2018,16.0,Documentary,,,Inferno,Sony,34300000.0,185700000,2016.0,64.0,"Oct 28, 2016",Inferno,"$75,000,000","$34,343,574","$219,519,367"
1562,tt1013860,Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,2010,107.0,"Action,Comedy,Crime",5.1,14120.0,Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000,2011.0,90.0,"Apr 29, 2011",Dylan Dog: Dead of Night,"$20,000,000","$1,186,538","$6,093,725"
1609,tt1014763,Child 44,Child 44,2015,137.0,"Crime,Drama,History",6.5,59477.0,Child 44,LG/S,1200000.0,11700000,2015.0,2.0,"Apr 17, 2015",Child 44,"$50,000,000","$1,224,330","$8,004,221"
1849,tt1017451,The Runaways,The Runaways,2010,106.0,"Biography,Drama,Music",6.6,43792.0,The Runaways,App.,3600000.0,1100000,2010.0,57.0,"Mar 19, 2010",The Runaways,"$9,500,000","$3,573,673","$5,278,632"
2079,tt1020558,Centurion,Centurion,2010,97.0,"Action,Adventure,Drama",6.4,74085.0,Centurion,Magn.,124000.0,6700000,2010.0,46.0,"Aug 27, 2010",Centurion,"$15,000,000","$123,570","$7,885,048"
2406,tt10243672,Joy,Joy,2019,,,,,Joy,Fox,56500000.0,44700000,2015.0,88.0,"Dec 25, 2015",Joy,"$60,000,000","$56,451,232","$101,134,059"
2437,tt1024648,Argo,Argo,2012,120.0,"Biography,Drama,Thriller",7.7,534683.0,Argo,WB,136000000.0,96300000,2012.0,27.0,"Oct 12, 2012",Argo,"$44,500,000","$136,025,503","$227,140,757"
2563,tt10265116,Dream House,Dream House,2019,,"Comedy,Drama,Romance",,,Dream House,Uni.,21300000.0,17200000,2011.0,80.0,"Sep 30, 2011",Dream House,"$50,000,000","$21,302,340","$41,642,166"
2745,tt1028576,Secretariat,Secretariat,2010,123.0,"Biography,Drama,Family",7.2,24536.0,Secretariat,BV,59700000.0,537000,2010.0,53.0,"Oct 8, 2010",Secretariat,"$35,000,000","$59,699,513","$60,376,247"
3316,tt1032751,The Warrior's Way,The Warrior's Way,2010,100.0,"Action,Fantasy,Western",6.3,24271.0,The Warrior's Way,Rela.,5700000.0,5400000,2010.0,65.0,"Dec 3, 2010",The Warrior's Way,"$42,000,000","$5,666,340","$8,514,325"
3450,tt1033575,The Descendants,The Descendants,2011,115.0,"Comedy,Drama",7.3,223464.0,The Descendants,FoxS,82600000.0,94700000,2011.0,5.0,"Nov 16, 2011",The Descendants,"$20,000,000","$82,624,961","$175,507,800"
3479,tt10340148,Midnight in Paris,Midnight in Paris,2019,75.0,"Comedy,Documentary,Drama",,,Midnight in Paris,SPC,56800000.0,94300000,2011.0,83.0,"May 20, 2011",Midnight in Paris,"$30,000,000","$56,816,662","$162,502,774"
3546,tt1034389,The Eagle,The Eagle,2011,114.0,"Action,Adventure,Drama",6.2,61475.0,The Eagle,Focus,19500000.0,7600000,2011.0,50.0,"Feb 11, 2011",The Eagle,"$25,000,000","$19,490,041","$38,993,548"
3553,tt1034415,Suspiria,Suspiria,2018,152.0,"Fantasy,Horror,Mystery",6.8,37360.0,Suspiria,Amazon,2500000.0,5400000,2018.0,81.0,"Oct 26, 2018",Suspiria,"$20,000,000","$2,483,472","$7,034,615"
3625,tt10351040,Trash,Trash,2019,55.0,Thriller,,,Trash,FCW,17500.0,4800000,2015.0,46.0,"Oct 9, 2015",Trash,"$12,000,000","$17,484","$6,553,186"
3949,tt10375030,Wanderlust,Wanderlust,2019,,Fantasy,,,Wanderlust,Uni.,17500000.0,4200000,2012.0,88.0,"Feb 24, 2012",Wanderlust,"$32,500,000","$17,288,155","$24,159,934"
3999,tt1037705,The Book of Eli,The Book of Eli,2010,118.0,"Action,Adventure,Drama",6.9,271307.0,The Book of Eli,WB,94800000.0,62300000,2010.0,64.0,"Jan 15, 2010",The Book of Eli,"$80,000,000","$94,835,059","$158,750,817"
4148,tt1038919,The Bounty Hunter,The Bounty Hunter,2010,110.0,"Action,Comedy,Romance",5.6,112444.0,The Bounty Hunter,Sony,67099999.0,69300000,2010.0,73.0,"Mar 19, 2010",The Bounty Hunter,"$45,000,000","$67,061,228","$135,808,837"
4244,tt10398140,Coriolanus,Coriolanus,2018,,,,,Coriolanus,Wein.,757000.0,315000,2012.0,99.0,"Jan 20, 2012",Coriolanus,"$10,000,000","$749,641","$2,179,623"
4295,tt10402572,Unbroken,Unbroken,2018,104.0,Drama,,,Unbroken,Uni.,115600000.0,47800000,2014.0,82.0,"Dec 25, 2014",Unbroken,"$65,000,000","$115,637,895","$163,527,824"
4577,tt1041804,The Nutcracker in 3D,The Nutcracker in 3D,2010,110.0,"Action,Family,Fantasy",4.3,3119.0,The Nutcracker in 3D,Free,195000.0,16000000,2010.0,79.0,"Nov 24, 2010",The Nutcracker in 3D,"$90,000,000","$195,459","$20,466,016"
4823,tt1043726,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",4.2,50352.0,The Legend of Hercules,LG/S,18800000.0,42400000,2014.0,42.0,"Jan 10, 2014",The Legend of Hercules,"$70,000,000","$18,848,538","$58,953,319"
5217,tt10453206,Anna Karenina,Anna Karenina,2017,,,,,Anna Karenina,Focus,12800000.0,56100000,2012.0,13.0,"Nov 16, 2012",Anna Karenina,"$49,000,000","$12,816,367","$71,004,627"
5229,tt10453328,Coco,Coco,2018,,,,,Coco,BV,209700000.0,597400000,2017.0,2.0,"Nov 22, 2017",Coco,"$175,000,000","$209,726,015","$798,008,101"
5259,tt1045658,Silver Linings Playbook,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance",7.7,621018.0,Silver Linings Playbook,Wein.,132100000.0,104300000,2012.0,59.0,"Nov 16, 2012",Silver Linings Playbook,"$21,000,000","$132,092,958","$236,412,453"
5437,tt10467112,Safe House,Safe House,2019,,Action,,,Safe House,Uni.,126400000.0,81700000,2012.0,99.0,"Feb 10, 2012",Safe House,"$85,000,000","$126,181,630","$208,542,162"
5442,tt1047540,Parental Guidance,Parental Guidance,2012,105.0,"Comedy,Family",6.1,23711.0,Parental Guidance,Fox,77300000.0,42500000,2012.0,79.0,"Dec 25, 2012",Parental Guidance,"$25,000,000","$77,267,296","$120,832,383"
5453,tt1051904,Goosebumps,Goosebumps,2015,103.0,"Adventure,Comedy,Family",6.3,72858.0,Goosebumps,Sony,80100000.0,70100000,2015.0,58.0,"Oct 16, 2015",Goosebumps,"$58,000,000","$80,069,458","$158,905,324"
5455,tt1053424,Repo Men,Repo Men,2010,111.0,"Action,Crime,Sci-Fi",6.3,96144.0,Repo Men,Uni.,13800000.0,4600000,2010.0,13.0,"Mar 19, 2010",Repo Men,"$32,000,000","$13,942,007","$18,195,238"
5456,tt1053810,The Big Year,The Big Year,2011,100.0,Comedy,6.2,39522.0,The Big Year,Fox,7200000.0,244000,2011.0,74.0,"Oct 14, 2011",The Big Year,"$41,000,000","$7,204,138","$7,684,524"
5461,tt1055292,Life as We Know It,Life as We Know It,2010,114.0,"Comedy,Drama,Romance",6.6,113077.0,Life as We Know It,WB,53400000.0,52300000,2010.0,64.0,"Oct 8, 2010",Life as We Know It,"$38,000,000","$53,374,681","$105,887,837"
5475,tt1065073,Boyhood,Boyhood,2014,165.0,Drama,7.9,315584.0,Boyhood,IFC,25400000.0,19100000,2014.0,85.0,"Jul 11, 2014",Boyhood,"$4,000,000","$25,379,975","$57,273,049"
5479,tt1067583,Water for Elephants,Water for Elephants,2011,120.0,"Drama,Romance",6.9,105812.0,Water for Elephants,Fox,58700000.0,58400000,2011.0,63.0,"Apr 22, 2011",Water for Elephants,"$38,000,000","$58,709,717","$116,809,717"
5482,tt1067774,Monte Carlo,Monte Carlo,2011,109.0,"Adventure,Comedy,Family",5.8,38731.0,Monte Carlo,Fox,23200000.0,16500000,2011.0,84.0,"Jul 1, 2011",Monte Carlo,"$20,000,000","$23,186,769","$39,686,769"
5495,tt1071875,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller",4.3,103608.0,Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000,2012.0,73.0,"Feb 17, 2012",Ghost Rider: Spirit of Vengeance,"$57,000,000","$51,774,002","$149,217,355"
5498,tt1072748,Winchester,Winchester,2018,99.0,"Biography,Drama,Fantasy",5.4,24351.0,Winchester,LGF,25100000.0,,2018.0,95.0,"Feb 2, 2018",Winchester,"$3,500,000","$25,091,816","$44,378,040"
5505,tt1074638,Skyfall,Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221.0,Skyfall,Sony,304400000.0,804200000,2012.0,52.0,"Nov 8, 2012",Skyfall,"$200,000,000","$304,360,277","$1,110,526,981"
5507,tt1075747,Jonah Hex,Jonah Hex,2010,81.0,"Action,Drama,Fantasy",4.7,51860.0,Jonah Hex,WB,10500000.0,356000,2010.0,40.0,"Jun 18, 2010",Jonah Hex,"$47,000,000","$10,547,117","$11,022,696"
5510,tt1077368,Dark Shadows,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",6.2,229818.0,Dark Shadows,WB,79700000.0,165800000,2012.0,89.0,"May 11, 2012",Dark Shadows,"$150,000,000","$79,727,149","$238,202,668"
5528,tt1083452,Eddie the Eagle,Eddie the Eagle,2015,106.0,"Biography,Comedy,Drama",7.4,75331.0,Eddie the Eagle,Fox,15800000.0,30400000,2016.0,86.0,"Feb 26, 2016",Eddie the Eagle,"$23,000,000","$15,789,389","$45,060,480"
5534,tt1085448,Lights Out,Lights Out,2010,,Drama,6.6,10.0,Lights Out,WB (NL),67300000.0,81600000,2016.0,55.0,"Jul 22, 2016",Lights Out,"$5,000,000","$67,268,835","$148,806,510"
5537,tt1086772,Blended,Blended,2014,117.0,"Comedy,Romance",6.5,106491.0,Blended,WB,46300000.0,81700000,2014.0,90.0,"May 23, 2014",Blended,"$45,000,000","$46,290,741","$127,990,741"
5546,tt1091191,Lone Survivor,Lone Survivor,2013,121.0,"Action,Biography,Drama",7.5,246641.0,Lone Survivor,Uni.,125100000.0,29700000,2013.0,84.0,"Dec 25, 2013",Lone Survivor,"$40,000,000","$125,095,601","$149,804,632"
5548,tt1091821,Noah,Noah,2012,,Animation,5.6,223.0,Noah,Par.,101200000.0,261399999,2014.0,51.0,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065"
5550,tt1092026,Paul,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567.0,Paul,Uni.,37400000.0,60600000,2011.0,58.0,"Mar 18, 2011",Paul,"$40,000,000","$37,412,945","$101,162,106"
5551,tt1092634,Shanghai,Shanghai,2010,105.0,"Crime,Drama,Mystery",6.4,8662.0,Shanghai,Wein.,46400.0,9200000,2015.0,5.0,"Oct 2, 2015",Shanghai,"$50,000,000","$46,425","$15,505,922"
5553,tt1093357,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",4.9,55071.0,The Darkest Hour,Sum.,21400000.0,43200000,2011.0,58.0,"Dec 25, 2011",The Darkest Hour,"$34,800,000","$21,443,494","$62,831,715"
5570,tt1103153,Killers,Killers,2010,100.0,"Action,Comedy,Romance",5.4,82237.0,Killers,LGF,47100000.0,51100000,2010.0,54.0,"Jun 4, 2010",Killers,"$75,000,000","$47,059,963","$95,572,749"
5590,tt1109624,Paddington,Paddington,2014,95.0,"Adventure,Comedy,Family",7.2,84679.0,Paddington,W/Dim.,76300000.0,191800000,2015.0,5.0,"Jan 16, 2015",Paddington,"$55,000,000","$76,223,578","$258,789,097"
5592,tt1111235,Trance,Trance,2010,83.0,Horror,4.6,77.0,Trance,FoxS,2300000.0,21900000,2013.0,71.0,"Apr 5, 2013",Trance,"$16,000,000","$2,322,593","$22,594,052"
5609,tt1120985,Blue Valentine,Blue Valentine,2010,112.0,"Drama,Romance",7.4,170089.0,Blue Valentine,Wein.,9700000.0,2600000,2010.0,25.0,"Dec 29, 2010",Blue Valentine,"$1,000,000","$9,737,892","$16,566,240"
5610,tt1121096,Seventh Son,Seventh Son,2014,102.0,"Action,Adventure,Fantasy",5.5,66565.0,Seventh Son,Uni.,17200000.0,97000000,2015.0,24.0,"Feb 6, 2015",Seventh Son,"$95,000,000","$17,725,785","$108,874,967"
5615,tt1124035,The Ides of March,The Ides of March,2011,101.0,"Drama,Thriller",7.1,207417.0,The Ides of March,Sony,41000000.0,35000000,2011.0,76.0,"Oct 7, 2011",The Ides of March,"$23,000,000","$40,962,534","$77,735,925"
5616,tt1124037,Free State of Jones,Free State of Jones,2016,139.0,"Action,Biography,Drama",6.9,45135.0,Free State of Jones,STX,20800000.0,4200000,2016.0,81.0,"Jun 24, 2016",Free State of Jones,"$50,000,000","$20,810,036","$23,237,252"
5622,tt1126590,Big Eyes,Big Eyes,2014,106.0,"Biography,Crime,Drama",7.0,77447.0,Big Eyes,Wein.,14500000.0,14800000,2014.0,23.0,"Dec 25, 2014",Big Eyes,"$10,000,000","$14,482,031","$27,317,872"
5623,tt1126591,Burlesque,Burlesque,2010,119.0,"Drama,Music,Musical",6.4,71021.0,Burlesque,SGem,39400000.0,50100000,2010.0,24.0,"Nov 24, 2010",Burlesque,"$55,000,000","$39,440,655","$90,552,675"
5624,tt1126618,Morning Glory,Morning Glory,2010,107.0,"Comedy,Drama,Romance",6.5,67367.0,Morning Glory,Par.,31000000.0,29000000,2010.0,73.0,"Nov 10, 2010",Morning Glory,"$40,000,000","$31,011,732","$59,795,070"
5638,tt1130884,Shutter Island,Shutter Island,2010,138.0,"Mystery,Thriller",8.1,1005960.0,Shutter Island,Par.,128000000.0,166800000,2010.0,52.0,"Feb 19, 2010",Shutter Island,"$80,000,000","$128,012,934","$299,461,782"
5649,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281.0,Green Lantern,WB,116600000.0,103300000,2011.0,62.0,"Jun 17, 2011",Green Lantern,"$200,000,000","$116,601,172","$219,535,492"
5655,tt1135084,Takers,Takers,2010,107.0,"Action,Crime,Thriller",6.2,53377.0,Takers,SGem,57700000.0,11300000,2010.0,95.0,"Aug 27, 2010",Takers,"$32,000,000","$57,744,720","$70,587,268"
5665,tt1139328,The Ghost Writer,The Ghost Writer,2010,128.0,"Drama,Mystery,Thriller",7.2,148274.0,The Ghost Writer,Sum.,15500000.0,44700000,2010.0,11.0,"Feb 19, 2010",The Ghost Writer,"$45,000,000","$15,541,549","$65,532,491"
5671,tt1142977,Frankenweenie,Frankenweenie,2012,87.0,"Animation,Comedy,Family",7.0,89489.0,Frankenweenie,BV,35300000.0,46200000,2012.0,48.0,"Oct 5, 2012",Frankenweenie,"$39,000,000","$35,287,788","$81,150,788"
5690,tt1152398,Beastly,Beastly,2011,86.0,"Drama,Fantasy,Romance",5.6,72599.0,Beastly,CBS,27900000.0,15300000,2011.0,87.0,"Mar 4, 2011",Beastly,"$17,000,000","$27,865,571","$38,028,230"
5691,tt1152822,Freakonomics,Freakonomics,2010,93.0,Documentary,6.4,6466.0,Freakonomics,Magn.,101000.0,16400,2010.0,80.0,"Oct 1, 2010",Freakonomics,"$2,900,000","$101,270","$172,867"
5693,tt1152830,The Joneses,The Joneses,2011,117.0,"Comedy,Drama",6.9,87.0,The Joneses,RAtt.,1500000.0,5500000,2010.0,88.0,"Apr 16, 2010",The Joneses,"$10,000,000","$1,475,746","$3,541,565"
5699,tt1155076,The Karate Kid,The Karate Kid,2010,140.0,"Action,Drama,Family",6.2,146401.0,The Karate Kid,Sony,176600000.0,182500000,2010.0,77.0,"Jun 11, 2010",The Karate Kid,"$40,000,000","$176,591,618","$351,774,938"
5715,tt1161864,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery",6.0,85604.0,The Rite,WB (NL),33000000.0,63000000,2011.0,100.0,"Jan 28, 2011",The Rite,"$37,000,000","$33,047,633","$97,143,987"
5719,tt1164999,Biutiful,Biutiful,2010,148.0,"Drama,Romance",7.5,80382.0,Biutiful,RAtt.,5100000.0,20000000,2011.0,44.0,"Jan 28, 2011",Biutiful,"$35,000,000","$5,101,237","$24,687,524"
5727,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",7.8,565563.0,The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000,2013.0,21.0,"Dec 13, 2013",The Hobbit: The Desolation of Smaug,"$250,000,000","$258,366,855","$960,366,855"
5729,tt1171222,Baggage Claim,Baggage Claim,2013,96.0,Comedy,5.1,8296.0,Baggage Claim,FoxS,21600000.0,887000,2013.0,38.0,"Sep 27, 2013",Baggage Claim,"$8,500,000","$21,569,509","$22,885,836"
5743,tt1175709,All Good Things,All Good Things,2010,101.0,"Crime,Drama,Mystery",6.3,49684.0,All Good Things,Magn.,582000.0,62500,2010.0,96.0,"Dec 3, 2010",All Good Things,"$20,000,000","$582,024","$873,617"
5749,tt1178665,A Walk in the Woods,A Walk in the Woods,2015,104.0,"Adventure,Biography,Comedy",6.3,22033.0,A Walk in the Woods,BG,29500000.0,8000000,2015.0,75.0,"Sep 2, 2015",A Walk in the Woods,"$8,000,000","$29,499,394","$37,119,358"
5759,tt1179933,10 Cloverfield Lane,10 Cloverfield Lane,2016,103.0,"Drama,Horror,Mystery",7.2,260383.0,10 Cloverfield Lane,Par.,72100000.0,38100000,2016.0,54.0,"Mar 11, 2016",10 Cloverfield Lane,"$5,000,000","$72,082,999","$108,286,422"
5767,tt1182350,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,2010,98.0,"Comedy,Drama,Romance",6.3,41608.0,You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000,2010.0,27.0,"Sep 22, 2010",You Will Meet a Tall Dark Stranger,"$15,000,000","$3,247,816","$34,247,816"
5777,tt1183923,Welcome to the Rileys,Welcome to the Rileys,2010,110.0,Drama,7.0,22210.0,Welcome to the Rileys,Gold.,159000.0,158000,2010.0,12.0,"Oct 29, 2010",Welcome to the Rileys,"$10,000,000","$152,857","$355,919"
5802,tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011,118.0,"Crime,Drama,Thriller",7.3,196109.0,The Lincoln Lawyer,LGF,58000000.0,17000000,2011.0,25.0,"Mar 18, 2011",The Lincoln Lawyer,"$40,000,000","$58,009,200","$87,145,086"
5811,tt1192628,Rango,Rango,2011,107.0,"Adventure,Animation,Comedy",7.2,215761.0,Rango,Par.,123500000.0,122200000,2011.0,29.0,"Mar 4, 2011",Rango,"$135,000,000","$123,477,607","$245,724,600"
5819,tt1194173,The Bourne Legacy,The Bourne Legacy,2012,135.0,"Action,Adventure,Thriller",6.7,268678.0,The Bourne Legacy,Uni.,113200000.0,162900000,2012.0,76.0,"Aug 10, 2012",The Bourne Legacy,"$125,000,000","$113,203,870","$280,355,920"
5822,tt1194417,Casino Jack,Casino Jack,2010,108.0,"Biography,Comedy,Crime",6.2,16191.0,Casino Jack,ATO,1000000.0,40700,2010.0,32.0,"Dec 17, 2010",Casino Jack,"$12,500,000","$2,039,869","$2,272,186"
5827,tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012,124.0,"Comedy,Romance",6.2,88469.0,The Five-Year Engagement,Uni.,28800000.0,25100000,2012.0,37.0,"Apr 27, 2012",The Five-Year Engagement,"$30,000,000","$28,700,285","$61,623,819"
5830,tt1196141,Diary of a Wimpy Kid,Diary of a Wimpy Kid,2010,94.0,"Comedy,Drama,Family",6.2,38640.0,Diary of a Wimpy Kid,Fox,64000000.0,11700000,2010.0,13.0,"Mar 19, 2010",Diary of a Wimpy Kid,"$15,000,000","$64,003,625","$76,954,311"
5845,tt1198101,Kites,Kites,2010,123.0,"Action,Drama,Romance",6.1,11353.0,Kites,Relbig.,1600000.0,1300000,2010.0,66.0,"May 21, 2010",Kites,"$9,200,000","$1,685,269","$17,155,193"
5865,tt1204342,The Muppets,The Muppets,2011,103.0,"Adventure,Comedy,Family",7.1,82752.0,The Muppets,BV,88600000.0,76600000,2011.0,64.0,"Nov 23, 2011",The Muppets,"$45,000,000","$88,625,922","$160,971,922"
5867,tt1204975,Last Vegas,Last Vegas,2013,105.0,"Comedy,Drama",6.6,121409.0,Last Vegas,CBS,63900000.0,70500000,2013.0,46.0,"Jan 28, 2013",Last Vegas,"$28,000,000","$63,914,167","$112,914,167"
5868,tt1204977,Ouija,Ouija,2014,89.0,"Horror,Mystery,Thriller",4.5,44054.0,Ouija,Uni.,50900000.0,52700000,2014.0,60.0,"Oct 24, 2014",Ouija,"$5,000,000","$50,856,010","$103,300,632"
5873,tt1205537,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014,105.0,"Action,Drama,Thriller",6.2,114913.0,Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000,2014.0,97.0,"Jan 17, 2014",Jack Ryan: Shadow Recruit,"$60,000,000","$50,577,412","$131,377,412"
5881,tt1206543,Out of the Furnace,Out of the Furnace,2013,116.0,"Crime,Drama,Thriller",6.8,99037.0,Out of the Furnace,Rela.,11300000.0,4300000,2013.0,41.0,"Dec 4, 2013",Out of the Furnace,"$22,000,000","$11,330,849","$15,434,375"
5895,tt1210166,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",7.6,326657.0,Moneyball,Sony,75600000.0,34600000,2011.0,15.0,"Sep 23, 2011",Moneyball,"$50,000,000","$75,605,492","$111,300,835"
5896,tt1210819,The Lone Ranger,The Lone Ranger,2013,150.0,"Action,Adventure,Western",6.4,208827.0,The Lone Ranger,BV,89300000.0,171200000,2013.0,13.0,"Jul 2, 2013",The Lone Ranger,"$275,000,000","$89,302,115","$260,002,115"
5899,tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",7.5,514510.0,Doctor Strange,BV,232600000.0,445100000,2016.0,28.0,"Nov 4, 2016",Doctor Strange,"$165,000,000","$232,641,920","$676,404,566"
5901,tt1211956,Escape Plan,Escape Plan,2013,115.0,"Action,Crime,Mystery",6.7,211587.0,Escape Plan,LG/S,25100000.0,112200000,2013.0,37.0,"Oct 18, 2013",Escape Plan,"$70,000,000","$25,135,965","$103,735,965"
5906,tt1212419,Hereafter,Hereafter,2010,129.0,"Drama,Fantasy,Romance",6.5,87288.0,Hereafter,WB,32700000.0,72500000,2010.0,61.0,"Oct 15, 2010",Hereafter,"$50,000,000","$32,746,941","$108,660,270"
5907,tt1212428,The Lost City of Z,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama",6.6,66475.0,The Lost City of Z,BST,8600000.0,10700000,2017.0,82.0,"Apr 14, 2017",The Lost City of Z,"$30,000,000","$8,574,339","$17,121,823"
5911,tt1212450,Lawless,Lawless,2012,116.0,"Crime,Drama",7.3,214055.0,Lawless,Wein.,37400000.0,16300000,2012.0,38.0,"Aug 29, 2012",Lawless,"$26,000,000","$37,397,291","$54,393,687"
5916,tt1213641,First Man,First Man,2018,141.0,"Biography,Drama,History",7.4,120009.0,First Man,Uni.,44900000.0,60800000,2018.0,6.0,"Oct 12, 2018",First Man,"$60,000,000","$44,936,545","$105,203,825"
5918,tt1213663,The World's End,The World's End,2013,109.0,"Action,Comedy,Sci-Fi",7.0,235308.0,The World's End,Focus,26000000.0,20100000,2013.0,76.0,"Aug 23, 2013",The World's End,"$20,000,000","$26,004,851","$47,508,505"
5926,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",6.2,138914.0,Cars 2,BV,191500000.0,370700000,2011.0,57.0,"Jun 24, 2011",Cars 2,"$200,000,000","$191,450,875","$560,155,383"
5928,tt1216491,Kill the Messenger,Kill the Messenger,2014,112.0,"Biography,Crime,Drama",7.0,41231.0,Kill the Messenger,Focus,2500000.0,,2014.0,51.0,"Oct 10, 2014",Kill the Messenger,"$5,000,000","$2,450,846","$6,656,705"
5929,tt1216492,Leap Year,Leap Year,2010,100.0,"Comedy,Romance",6.5,86125.0,Leap Year,Uni.,25900000.0,6700000,2010.0,40.0,"Jan 8, 2010",Leap Year,"$19,000,000","$25,918,920","$32,618,920"
5933,tt1217209,Brave,Brave,2012,93.0,"Adventure,Animation,Comedy",7.1,338728.0,Brave,BV,237300000.0,303200000,2012.0,77.0,"Jun 22, 2012",Brave,"$185,000,000","$237,282,182","$554,606,532"
5939,tt1219289,Limitless,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller",7.4,492490.0,Limitless,Rela.,79200000.0,82600000,2011.0,91.0,"Mar 18, 2011",Limitless,"$27,000,000","$79,249,455","$155,564,919"
